State,Description,Year,Value
Louisiana,Real per capita personal income 4,2020,52801
Louisiana,Real per capita personal income 4,2021,54860
Louisiana,Real per capita personal income 4,2022,51925
Louisiana,Real per capita PCE 5,2016,37430
Louisiana,Real per capita PCE 5,2017,38507
Louisiana,Real per capita PCE 5,2018,39796
Louisiana,Real per capita PCE 5,2019,40099
Louisiana,Real per capita PCE 5,2020,39191
Louisiana,Real per capita PCE 5,2021,42275
Louisiana,Real per capita PCE 5,2022,42986
Louisiana,Per capita current dollar statistics,2016,NA
Louisiana,Per capita current dollar statistics,2017,NA
Louisiana,Per capita current dollar statistics,2018,NA
Louisiana,Per capita current dollar statistics,2019,NA
Louisiana,Per capita current dollar statistics,2020,NA
Louisiana,Per capita current dollar statistics,2021,NA
Louisiana,Per capita current dollar statistics,2022,NA
Louisiana,Per capita personal income 6,2016,42132
Louisiana,Per capita personal income 6,2017,43486
Louisiana,Per capita personal income 6,2018,45464
Louisiana,Per capita personal income 6,2019,47009
Louisiana,Per capita personal income 6,2020,50243
Louisiana,Per capita personal income 6,2021,54531
Louisiana,Per capita personal income 6,2022,54501
Louisiana,Per capita disposable personal income 7,2016,38154
Louisiana,Per capita disposable personal income 7,2017,39587
Louisiana,Per capita disposable personal income 7,2018,41611
Louisiana,Per capita disposable personal income 7,2019,42867
Louisiana,Per capita disposable personal income 7,2020,46491
Louisiana,Per capita disposable personal income 7,2021,50057
Louisiana,Per capita disposable personal income 7,2022,49340
Louisiana,Per capita personal consumption expenditures (PCE) 8,2016,34426
Louisiana,Per capita personal consumption expenditures (PCE) 8,2017,35577
Louisiana,Per capita personal consumption expenditures (PCE) 8,2018,36862
Louisiana,Per capita personal consumption expenditures (PCE) 8,2019,37830
Louisiana,Per capita personal consumption expenditures (PCE) 8,2020,37393
Louisiana,Per capita personal consumption expenditures (PCE) 8,2021,42115
Louisiana,Per capita personal consumption expenditures (PCE) 8,2022,45178
Louisiana,Price indexes,2016,NA
Louisiana,Price indexes,2017,NA
Louisiana,Price indexes,2018,NA
Louisiana,Price indexes,2019,NA
Louisiana,Price indexes,2020,NA
Louisiana,Price indexes,2021,NA
Louisiana,Price indexes,2022,NA
Louisiana,Regional price parities (RPPs) 9,2016,93.58
Louisiana,Regional price parities (RPPs) 9,2017,92.392
Louisiana,Regional price parities (RPPs) 9,2018,90.769
Louisiana,Regional price parities (RPPs) 9,2019,91.139
Louisiana,Regional price parities (RPPs) 9,2020,91.187
Louisiana,Regional price parities (RPPs) 9,2021,91.396
Louisiana,Regional price parities (RPPs) 9,2022,90.569
Louisiana,Implicit regional price deflator 10,2016,91.975
Louisiana,Implicit regional price deflator 10,2017,92.392
Louisiana,Implicit regional price deflator 10,2018,92.627
Louisiana,Implicit regional price deflator 10,2019,94.341
Louisiana,Implicit regional price deflator 10,2020,95.413
Louisiana,Implicit regional price deflator 10,2021,99.622
Louisiana,Implicit regional price deflator 10,2022,105.098
Louisiana,Employment,2016,NA
Louisiana,Employment,2017,NA
Louisiana,Employment,2018,NA
Louisiana,Employment,2019,NA
Louisiana,Employment,2020,NA
Louisiana,Employment,2021,NA
Louisiana,Employment,2022,NA
Louisiana,Total employment (number of jobs),2016,2691337
Louisiana,Total employment (number of jobs),2017,2692542
Louisiana,Total employment (number of jobs),2018,2725271
Louisiana,Total employment (number of jobs),2019,2717570
Louisiana,Total employment (number of jobs),2020,2592841
Louisiana,Total employment (number of jobs),2021,2694974
Louisiana,Total employment (number of jobs),2022,2784711
Maine,Real dollar statistics,2016,NA
Maine,Real dollar statistics,2017,NA
Maine,Real dollar statistics,2018,NA
Maine,Real dollar statistics,2019,NA
Maine,Real dollar statistics,2020,NA
Maine,Real dollar statistics,2021,NA
Maine,Real dollar statistics,2022,NA
Maine,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Maine,Real GDP (millions of chained 2017 dollars) 1,2017,63000.6
Maine,Real GDP (millions of chained 2017 dollars) 1,2018,64806.3
Maine,Real GDP (millions of chained 2017 dollars) 1,2019,66351.2
Maine,Real GDP (millions of chained 2017 dollars) 1,2020,67420.6
Maine,Real GDP (millions of chained 2017 dollars) 1,2021,70869.9
Maine,Real GDP (millions of chained 2017 dollars) 1,2022,72413.5
Maine,Real personal income (millions of constant (2017) dollars) 2,2016,62117.5
Maine,Real personal income (millions of constant (2017) dollars) 2,2017,63401.4
Maine,Real personal income (millions of constant (2017) dollars) 2,2018,64801.5
Maine,Real personal income (millions of constant (2017) dollars) 2,2019,68701.4
Maine,Real personal income (millions of constant (2017) dollars) 2,2020,72474.7
Maine,Real personal income (millions of constant (2017) dollars) 2,2021,76408.4
Maine,Real personal income (millions of constant (2017) dollars) 2,2022,71836.7
Maine,Real PCE (millions of constant (2017) dollars) 3,2016,58007
Maine,Real PCE (millions of constant (2017) dollars) 3,2017,59583
Maine,Real PCE (millions of constant (2017) dollars) 3,2018,61309.8
Maine,Real PCE (millions of constant (2017) dollars) 3,2019,63542.8
Maine,Real PCE (millions of constant (2017) dollars) 3,2020,61456.3
Maine,Real PCE (millions of constant (2017) dollars) 3,2021,67200.7
Maine,Real PCE (millions of constant (2017) dollars) 3,2022,66048.1
Maine,Current dollar statistics (millions of dollars),2016,NA
Maine,Current dollar statistics (millions of dollars),2017,NA
Maine,Current dollar statistics (millions of dollars),2018,NA
Maine,Current dollar statistics (millions of dollars),2019,NA
Maine,Current dollar statistics (millions of dollars),2020,NA
Maine,Current dollar statistics (millions of dollars),2021,NA
Maine,Current dollar statistics (millions of dollars),2022,NA
Maine,Gross domestic product (GDP),2016,NA
Maine,Gross domestic product (GDP),2017,63000.6
Maine,Gross domestic product (GDP),2018,66216
Maine,Gross domestic product (GDP),2019,69298.2
Maine,Gross domestic product (GDP),2020,72091.6
Maine,Gross domestic product (GDP),2021,78918.4
Maine,Gross domestic product (GDP),2022,85801.2
Maine,Personal income,2016,59286.8
Maine,Personal income,2017,61740.1
Maine,Personal income,2018,64463.2
Maine,Personal income,2019,67842.2
Maine,Personal income,2020,74042.4
Maine,Personal income,2021,80825.7
Maine,Personal income,2022,83950.6
Maine,Disposable personal income,2016,52865.1
Maine,Disposable personal income,2017,55340.1
Maine,Disposable personal income,2018,58105
Maine,Disposable personal income,2019,60749.2
Maine,Disposable personal income,2020,66564
Maine,Disposable personal income,2021,71759.7
Maine,Disposable personal income,2022,73437.7
Maine,Personal consumption expenditures,2016,55482.4
Maine,Personal consumption expenditures,2017,58157.7
Maine,Personal consumption expenditures,2018,61115.1
Maine,Personal consumption expenditures,2019,62865.5
Maine,Personal consumption expenditures,2020,62954.8
Maine,Personal consumption expenditures,2021,71244.8
Maine,Personal consumption expenditures,2022,77286.9
Maine,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Maine,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Maine,Real per capita personal income 4,2016,46350
Maine,Real per capita personal income 4,2017,47144
Maine,Real per capita personal income 4,2018,47982
Maine,Real per capita personal income 4,2019,50609
Maine,Real per capita personal income 4,2020,53151
Maine,Real per capita personal income 4,2021,55479
Maine,Real per capita personal income 4,2022,51855
Maine,Real per capita PCE 5,2016,43283
Maine,Real per capita PCE 5,2017,44305
Maine,Real per capita PCE 5,2018,45397
Maine,Real per capita PCE 5,2019,46809
Maine,Real per capita PCE 5,2020,45071
Maine,Real per capita PCE 5,2021,48794
Maine,Real per capita PCE 5,2022,47676
Maine,Per capita current dollar statistics,2016,NA
Maine,Per capita current dollar statistics,2017,NA
Maine,Per capita current dollar statistics,2018,NA
Maine,Per capita current dollar statistics,2019,NA
Maine,Per capita current dollar statistics,2020,NA
Maine,Per capita current dollar statistics,2021,NA
Maine,Per capita current dollar statistics,2022,NA
Maine,Per capita personal income 6,2016,44238
Maine,Per capita personal income 6,2017,45909
Maine,Per capita personal income 6,2018,47732
Maine,Per capita personal income 6,2019,49976
Maine,Per capita personal income 6,2020,54301
Maine,Per capita personal income 6,2021,58687
Maine,Per capita personal income 6,2022,60599
Maine,Per capita disposable personal income 7,2016,39446
Maine,Per capita disposable personal income 7,2017,41150
Maine,Per capita disposable personal income 7,2018,43024
Maine,Per capita disposable personal income 7,2019,44751
Maine,Per capita disposable personal income 7,2020,48816
Maine,Per capita disposable personal income 7,2021,52104
Maine,Per capita disposable personal income 7,2022,53011
Maine,Per capita personal consumption expenditures (PCE) 8,2016,41399
Maine,Per capita personal consumption expenditures (PCE) 8,2017,43245
Maine,Per capita personal consumption expenditures (PCE) 8,2018,45253
Maine,Per capita personal consumption expenditures (PCE) 8,2019,46310
Maine,Per capita personal consumption expenditures (PCE) 8,2020,46170
Maine,Per capita personal consumption expenditures (PCE) 8,2021,51730
Maine,Per capita personal consumption expenditures (PCE) 8,2022,55789
Maine,Price indexes,2016,NA
Maine,Price indexes,2017,NA
Maine,Price indexes,2018,NA
Maine,Price indexes,2019,NA
Maine,Price indexes,2020,NA
Maine,Price indexes,2021,NA
Maine,Price indexes,2022,NA
Maine,Regional price parities (RPPs) 9,2016,97.318
Maine,Regional price parities (RPPs) 9,2017,97.608
Maine,Regional price parities (RPPs) 9,2018,97.683
Maine,Regional price parities (RPPs) 9,2019,95.576
Maine,Regional price parities (RPPs) 9,2020,97.901
Maine,Regional price parities (RPPs) 9,2021,97.263
Maine,Regional price parities (RPPs) 9,2022,100.839
Maine,Implicit regional price deflator 10,2016,95.648
Maine,Implicit regional price deflator 10,2017,97.608
Maine,Implicit regional price deflator 10,2018,99.682
Maine,Implicit regional price deflator 10,2019,98.934
Maine,Implicit regional price deflator 10,2020,102.438
Maine,Implicit regional price deflator 10,2021,106.018
Maine,Implicit regional price deflator 10,2022,117.016
Maine,Employment,2016,NA
Maine,Employment,2017,NA
Maine,Employment,2018,NA
Maine,Employment,2019,NA
Maine,Employment,2020,NA
Maine,Employment,2021,NA
Maine,Employment,2022,NA
Maine,Total employment (number of jobs),2016,826729
Maine,Total employment (number of jobs),2017,834280
Maine,Total employment (number of jobs),2018,843918
Maine,Total employment (number of jobs),2019,842455
Maine,Total employment (number of jobs),2020,813101
Maine,Total employment (number of jobs),2021,849493
Maine,Total employment (number of jobs),2022,877326
Maryland,Real dollar statistics,2016,NA
Maryland,Real dollar statistics,2017,NA
Maryland,Real dollar statistics,2018,NA
Maryland,Real dollar statistics,2019,NA
Maryland,Real dollar statistics,2020,NA
Maryland,Real dollar statistics,2021,NA
Maryland,Real dollar statistics,2022,NA
Maryland,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Maryland,Real GDP (millions of chained 2017 dollars) 1,2017,399714.5
Maryland,Real GDP (millions of chained 2017 dollars) 1,2018,402480.9
Maryland,Real GDP (millions of chained 2017 dollars) 1,2019,402346.2
Maryland,Real GDP (millions of chained 2017 dollars) 1,2020,388532.3
Maryland,Real GDP (millions of chained 2017 dollars) 1,2021,405905.3
Maryland,Real GDP (millions of chained 2017 dollars) 1,2022,412282.6
Maryland,Real personal income (millions of constant (2017) dollars) 2,2016,327193.2
Maryland,Real personal income (millions of constant (2017) dollars) 2,2017,334366.7
Maryland,Real personal income (millions of constant (2017) dollars) 2,2018,339610.8
Maryland,Real personal income (millions of constant (2017) dollars) 2,2019,350267.5
Maryland,Real personal income (millions of constant (2017) dollars) 2,2020,360431.7
Maryland,Real personal income (millions of constant (2017) dollars) 2,2021,369248.1
Maryland,Real personal income (millions of constant (2017) dollars) 2,2022,355923.4
Maryland,Real PCE (millions of constant (2017) dollars) 3,2016,242934.2
Maryland,Real PCE (millions of constant (2017) dollars) 3,2017,247089.4
Maryland,Real PCE (millions of constant (2017) dollars) 3,2018,252331
Maryland,Real PCE (millions of constant (2017) dollars) 3,2019,256624.8
Maryland,Real PCE (millions of constant (2017) dollars) 3,2020,242158.1
Maryland,Real PCE (millions of constant (2017) dollars) 3,2021,259029.4
Maryland,Real PCE (millions of constant (2017) dollars) 3,2022,266490.1
Maryland,Current dollar statistics (millions of dollars),2016,NA
Maryland,Current dollar statistics (millions of dollars),2017,NA
Maryland,Current dollar statistics (millions of dollars),2018,NA
Maryland,Current dollar statistics (millions of dollars),2019,NA
Maryland,Current dollar statistics (millions of dollars),2020,NA
Maryland,Current dollar statistics (millions of dollars),2021,NA
Maryland,Current dollar statistics (millions of dollars),2022,NA
Maryland,Gross domestic product (GDP),2016,NA
Maryland,Gross domestic product (GDP),2017,399714.5
Maryland,Gross domestic product (GDP),2018,410771.8
Maryland,Gross domestic product (GDP),2019,419447.6
Maryland,Gross domestic product (GDP),2020,413417.7
Maryland,Gross domestic product (GDP),2021,446941
Maryland,Gross domestic product (GDP),2022,480112.7
Maryland,Personal income,2016,344195.1
Maryland,Personal income,2017,356079
Maryland,Personal income,2018,367831.3
Maryland,Personal income,2019,380342.1
Maryland,Personal income,2020,400176.1
Maryland,Personal income,2021,426367.4
Maryland,Personal income,2022,432933.4
Maryland,Disposable personal income,2016,296325.1
Maryland,Disposable personal income,2017,307470.3
Maryland,Disposable personal income,2018,318406.1
Maryland,Disposable personal income,2019,326691
Maryland,Disposable personal income,2020,346569.6
Maryland,Disposable personal income,2021,363096.1
Maryland,Disposable personal income,2022,361505.2
Maryland,Personal consumption expenditures,2016,256106.6
Maryland,Personal consumption expenditures,2017,263750.7
Maryland,Personal consumption expenditures,2018,273861
Maryland,Personal consumption expenditures,2019,279180.1
Maryland,Personal consumption expenditures,2020,269585.2
Maryland,Personal consumption expenditures,2021,299768.1
Maryland,Personal consumption expenditures,2022,324574.5
Maryland,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Maryland,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Maryland,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Maryland,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Maryland,Real per capita dollar statistics (constant 2017 dollars),2020,NA
